time,Gli2,Hif1a,Rel,Aanat,Clock,Per1,Per2,Tef-1,Fos,Nfkb1,Arid3A,Atf1,Bach1,E2F6,Egr1,Stat3,Hdac1,Mafk,Mxi1,Phf8,Polr2A,Rcor1,Srebf1,Zmiz1
85,0.543140199,29.22853256,0.408186416,73.49290337,4.476319099,4.562879801,0.588971828,25.38793162,4.189571355,6.207187749,0.692489194,12.92502126,0.028622532,12.35874558,7.040237594,17.21379639,44.80259324,3.765610629,15.95840244,2.867023636,18.06066395,9.333076944,19.85131045,12.7849429
86,1.003862535,32.04816187,0.535933921,31.76100747,4.712245139,6.152954164,0.776998585,24.62144001,3.047745847,7.619405253,0.937925123,12.00591296,0.04153617,13.83370121,8.358298181,16.77746069,50.12518812,4.265929499,18.4894043,2.673531959,14.45966421,9.07904995,24.83377803,13.45093616
87,3.62322858,111.4418534,2.437343364,20.72158787,17.28234855,11.22438253,2.215831185,24.08104263,20.51016946,19.94270038,3.897505554,20.54295349,1.551722942,23.93810502,6.00450135,33.75242167,49.74780967,4.990009942,25.70659769,17.11190223,39.11936988,11.33166344,33.72804164,27.41751351
88,1.699581426,83.94688492,0.892128431,19.18238688,10.06503061,5.719845408,1.294474976,22.60406332,10.01110206,18.87946215,2.475064999,27.5437232,0.308151837,26.10050267,6.222097009,24.0381288,57.3201147,5.151896465,29.00376352,7.96934411,14.63895563,14.07659502,22.69468338,16.64304605
89,3.337079136,125.5637576,1.904477,13.12414904,14.3228792,9.808274088,1.845857441,24.6294212,11.33629746,20.10005888,4.240621364,22.90999852,1.285363532,23.02672749,3.601127186,25.74060016,57.57963545,4.500406955,31.0255287,15.19430251,35.4427169,15.17550967,31.25800708,22.5391339
90,1.72214469,79.5569511,0.724430773,16.8227082,9.018851628,4.940227833,1.518824296,20.63661911,18.39844447,16.417745,1.892657647,26.32553161,0.302247947,26.23029578,6.595560297,24.75874684,66.791436,4.532690765,32.16487385,7.420384651,15.55545991,14.62131537,29.20101223,20.35900939
91,0.894909714,38.75461732,0.53644023,47.91877747,5.11301444,4.984534078,0.664388653,20.31507891,6.503514404,8.099170315,0.888907617,15.75953079,0.03674106,13.8280422,6.709070105,19.17409534,50.38069375,4.14077994,20.49985262,3.315614154,15.31997248,10.02764656,19.3081352,14.78453892
92,1.698960383,87.90299773,0.656735787,14.57220328,9.964217979,4.668312693,1.31965336,20.49283976,10.30521901,15.50454237,2.128443596,28.22816034,0.168186695,25.04381949,5.764478071,22.51933626,59.18975112,3.955312319,33.79633423,6.32531213,13.55083198,15.37373444,21.3784061,17.46725063
93,3.481850309,137.8975122,1.896205663,14.72054396,18.55891916,7.736556569,1.608110608,21.93583821,16.01750819,21.26977718,3.421067788,26.36373283,1.434906046,24.25693933,4.959365369,29.41864807,44.52781457,4.097542719,26.4405154,16.36922217,40.04012823,16.31836896,29.30915069,26.89044048
94,2.443094811,166.3806631,2.122999645,20.26309507,19.69261172,7.965836529,1.651538069,20.62292122,11.75844307,23.24673628,3.598595427,25.76368595,1.432848138,25.3242624,4.8021845,32.66025754,47.75032845,5.071052869,27.03413527,16.11620467,39.71984977,16.63916264,31.11419134,26.58795915
95,3.178373797,186.0073232,2.117926315,9.971390453,19.86411025,7.43046626,1.678756423,28.35381241,8.015146907,18.8090382,3.879378307,27.91180289,2.132474126,22.97616778,3.178450981,33.37544139,54.8991141,4.270037568,31.6325772,14.77419539,39.04926643,15.38643354,31.53471243,31.22663106
96,2.618033956,112.2030788,1.261944517,17.64930441,10.55586541,10.80673501,2.168901569,24.25463938,17.22871631,22.7847048,3.145041805,23.25735733,0.937076851,21.53500801,6.916659283,33.00821035,60.23623875,6.690856622,31.49424433,11.50760374,27.47549679,14.28013627,34.81570422,19.61138715
97,4.869056301,138.5550066,2.029439326,27.75329811,19.28370135,6.381822643,1.97365247,29.62967577,16.29826123,22.59941204,3.205444842,23.86887263,2.056562421,24.53384495,4.146305802,38.53322297,58.62900716,5.410394407,38.58548017,16.59436409,51.41572347,13.25159807,36.59124052,44.34662702
98,0.732947357,42.23632355,0.429414177,19.14812733,4.99410344,6.455353235,1.073349805,26.3923475,6.297984512,9.038227989,0.915297559,17.70261892,0.058549261,17.32313301,9.261329663,17.83245488,52.61409663,4.845182707,21.50702781,3.274448767,16.0356609,10.9916039,16.98550116,14.64704918
99,1.796278498,102.4826048,1.1425799,19.69212911,9.677916339,7.177612876,1.100935347,22.04671659,15.5870024,17.20470373,2.628699055,25.3186628,0.595453094,22.28521419,2.042069201,26.13466597,66.54269967,5.069013371,27.11167346,8.665413213,17.34918264,13.06476865,34.49847995,18.71897475
100,0.343231693,42.92479294,0.264529413,0.476193299,12.7643844,13.36257908,3.274559734,78.61727747,4.845544027,12.4072004,2.91051527,14.44589845,0.144270987,29.0859997,8.726090074,25.09564498,29.22150706,3.048672319,50.06394244,6.045395189,10.76912024,10.03124615,8.551427733,29.88619543
101,4.553145451,121.7557731,2.646608361,22.28798534,20.95689392,6.724780845,2.663026669,33.15325172,9.618106233,22.14412286,3.215514421,22.84861188,2.598167941,20.91667662,4.078355839,41.82775343,49.05903363,6.44229002,32.47822373,17.50360783,56.30819823,16.07959755,42.87080356,44.54009589
102,5.418480567,130.9564753,2.812383355,31.09105131,22.48912568,6.711182724,2.50133938,34.62055792,13.12063821,24.94942891,3.687436621,21.6824038,1.90015487,20.6047921,11.31982979,35.77573104,51.60019744,5.313912818,27.9499759,20.10869417,56.3244396,15.71175008,38.70357249,46.967814
103,3.34324135,109.9652603,1.829790236,19.4987209,17.64076336,6.384785207,2.580198146,23.57555778,12.26570595,23.93561982,2.650546241,22.33081199,1.764223115,26.87204573,5.339985164,40.47627233,54.46795898,6.494075272,39.12560818,14.30688419,48.61574511,14.15098034,47.23254718,35.2774711
104,3.267017218,156.0755124,1.593245742,11.88462885,18.09870667,8.322928457,2.15782448,26.24951774,14.06473023,19.96863189,3.405710785,28.43715941,2.03331029,23.41621938,2.883113062,32.8145476,51.94635065,4.397990729,30.27288594,15.86275292,38.06541037,17.2033993,37.94502441,26.95355476
105,3.316862475,128.0683797,2.399410065,11.54349245,18.14365743,8.361574206,1.541176826,31.72576128,12.49780029,20.4390338,4.852972271,21.98329676,1.973970386,25.16889093,3.535466975,34.01476756,53.95368855,4.522970063,26.59854908,16.47716947,43.98039685,13.95978322,32.05936762,31.76944397
106,2.724216204,144.8658442,1.18762954,18.70675057,15.91996026,7.700966551,1.620591666,31.18062446,19.51292524,20.79810887,2.965396218,27.77848789,1.481655128,26.97418211,2.658411969,30.3035961,58.56608954,3.741931069,29.52293442,12.39473784,28.44716525,18.95597697,28.91282106,23.23635887
107,3.365580387,162.1123589,2.022477814,8.925317063,19.43978858,8.696006739,1.940208184,21.74148604,13.28175388,21.8223999,3.518590926,29.114789,1.955827006,23.3664978,3.328683503,31.21555395,50.21322673,4.019847983,29.32645087,15.92170224,41.49165819,14.54749778,28.40746017,29.1447306
108,0.83814649,70.95170706,0.786387702,21.02192479,5.851946788,7.425333321,2.543283622,24.57485181,5.635366118,13.99347014,1.360106558,19.7460382,0.218731798,23.32304833,4.417338203,19.26916261,66.22519039,6.297345147,40.39646397,5.090768164,12.78193991,11.02851237,28.72735448,8.730262937
109,3.735471898,105.9840521,1.986871553,20.31038688,18.2180368,9.38862178,4.218234831,28.48069679,11.59291233,23.36249257,2.696585728,20.9204473,2.337511379,25.46205923,6.242035231,36.36978335,47.2956392,5.993702358,50.80033547,14.43781648,50.00116155,16.29368038,42.31619343,33.78247808
110,1.428613444,85.77911107,0.850455003,16.31417258,8.177243583,7.993100796,1.366566334,22.52413629,15.11778768,16.28865511,2.045814806,25.46975749,0.139148212,25.29618257,5.410442569,19.95798747,60.287105,4.386916991,25.4844211,6.272105644,13.1567818,13.82448817,22.44381433,15.14646789
111,2.431325703,106.8731936,1.410408185,10.74822124,12.79265231,6.357344938,1.573244521,23.26716131,12.84782149,20.37661627,3.241065988,27.51149203,0.861524985,25.95007958,4.608234624,27.73802764,60.99606079,4.278682525,33.72627801,10.55586052,23.49554061,15.39976934,23.46630884,17.8895524
112,4.565662487,144.1126354,1.728516646,28.15019886,21.18093541,8.374703703,2.171293984,22.27728072,13.47786107,26.61014713,3.381696157,22.18142121,2.191803206,22.53977195,6.37390513,39.62818614,52.70363347,5.15695916,32.4969637,18.58072036,63.70968749,17.99017771,41.27588621,43.25270995
113,4.434079201,127.4239229,2.812586312,12.21403874,17.28366232,11.76271543,2.129930538,32.87940848,16.98905561,23.2185637,3.697674544,22.07517414,2.376830106,24.351745,5.230626822,35.8144477,54.02900839,4.870296887,28.22212188,15.89570366,45.38001756,13.83726994,37.55160188,27.98165561
114,1.792140751,148.7048325,1.583137598,18.11715272,14.03208858,6.772307733,1.707462452,27.21284287,21.66548639,18.81080092,2.12109063,33.81304029,0.777080851,25.02669431,3.772867626,30.22497536,56.36172382,4.56557559,31.68309584,11.3770564,19.97849911,18.85314175,23.78378032,20.94694949
115,2.372611078,140.0202615,1.510328696,15.14044035,15.43969949,6.71786669,2.068638426,28.09418169,11.65039421,16.80309041,2.842155497,28.32174675,1.260282597,25.54814962,8.668948941,26.86563679,56.42486568,4.017502881,31.75996697,12.90229754,25.61621373,16.8635379,26.56705636,22.9290792
116,1.231075544,80.29093149,0.548321836,18.06325205,7.06336208,7.664283903,1.082468656,22.57886056,8.352418469,13.58766613,1.948472509,22.34772218,0.174942948,18.6264363,6.651073792,18.75086076,58.96812605,4.403159087,26.68462375,5.440507638,11.27093131,13.02697293,23.42072958,15.25164112
117,2.342230515,109.2453617,1.387099171,9.683449482,13.31913903,7.498201456,1.491098117,24.64040683,10.8157072,18.83513109,3.177063615,27.71312519,1.062799089,23.66870282,6.275183472,23.69318315,64.29131442,4.958100898,25.99768779,11.45891773,24.69032577,14.29366286,22.41358806,18.68129976
118,1.424252416,57.33579175,0.92204653,17.52036885,7.7329391,6.016163207,0.752560889,26.48382827,5.744012681,10.58495848,1.659624534,22.07733411,0.134099329,20.18450013,7.628077522,19.57509503,66.67023342,4.319151798,27.04238601,5.512832725,14.28520799,13.00136015,16.45038195,14.05834862
119,3.090244962,158.4021438,1.811052838,11.68972414,18.62021928,9.33763518,2.384283993,22.22489164,15.55843913,24.36390931,3.544493223,27.6341683,1.510001888,24.58983804,4.250889525,32.15044036,54.22346258,4.582103905,30.3179431,14.11548457,39.91984462,15.72242019,27.73326568,28.81713784
120,3.408710964,143.0774564,2.566896571,18.41425444,17.45877546,9.378795873,2.204507042,23.06554262,29.53173962,23.24132383,4.003766414,22.67580591,1.880533659,19.00194242,3.076456936,38.62284876,54.48579633,4.819910859,27.94427057,18.59598792,43.99660393,13.30089953,37.64447614,31.33601755
121,5.058009962,117.3607045,1.513400362,10.09122046,16.9940658,10.32867657,2.155324544,31.88403604,19.128544,22.41291978,4.051551223,21.38093511,1.849545962,25.2538472,5.606498557,33.61793623,53.38942727,4.774383751,25.51531742,16.3665727,42.36916769,15.68425822,40.64024738,33.4985223
122,1.420093612,53.101721,0.810717957,17.22110882,7.531095557,5.953941506,0.818848968,26.78290412,5.297983173,11.95190358,1.945287946,20.13994082,0.079587952,19.5269077,2.964689371,21.90696137,61.87270376,5.063538996,25.18261694,4.177949914,18.23829062,13.23022708,25.61484863,18.09615194
123,2.629808538,170.7141069,1.838068884,11.27061498,16.18372427,10.32835601,1.617408444,30.62500701,16.93403377,20.68778384,3.0503254,26.38575404,1.259339694,23.63459153,2.641856994,32.17502637,58.37068938,3.408158443,33.68233153,14.03690375,35.42982209,19.46837588,26.11814031,25.90375568
124,4.519801477,143.7027824,2.727758124,33.29437223,21.0925897,9.072104052,2.978503667,33.74310346,19.42158403,25.44994783,3.542411578,22.67590266,1.845533165,23.21835058,5.732390411,35.71678898,58.85036371,6.043490066,28.79108385,16.7240721,58.64237311,19.76004593,39.86787347,44.80389777
125,1.55529762,96.58094671,0.813195484,17.73286067,9.011401158,6.84038007,0.995577386,20.17920983,18.63803665,19.04429399,2.043977012,26.20177297,0.628972859,24.85418458,3.302617615,26.65474085,62.53918301,5.194445115,31.55040886,7.599293541,16.79168299,16.44331994,32.24794741,16.24031599
126,1.94343998,101.7260788,2.193606191,14.30612733,12.03816796,8.451532866,1.957289978,26.16203396,9.856732663,21.15871052,3.518645768,23.37922388,1.222725581,24.24357066,5.424444702,30.71940377,61.81385803,6.36933669,29.82142836,12.10545639,31.46908635,16.014492,32.86699693,20.71382654
127,2.442011487,119.5017556,1.482356683,11.95807299,16.19835468,7.40345454,2.018983644,24.61164314,15.81032755,21.53107745,3.331171278,25.50558109,1.364273777,26.42562887,4.673330722,29.12338772,51.95328303,4.662277976,29.39051387,15.26484245,30.96388615,16.96554267,24.77348915,22.6352613
128,2.220857081,67.87536723,0.953247562,14.91137038,6.893509359,6.537995115,0.955765577,20.97757359,11.82659152,18.61610508,2.93066828,19.95681251,0.274286335,23.07445887,8.680675362,24.03184228,67.93569208,5.45515351,24.56793247,6.697994606,17.91352099,14.69997961,35.0660063,16.59550329
129,4.391825632,144.70294,2.925126802,25.32460324,21.19032165,8.695190464,1.947260402,35.66276232,17.71712855,24.02249037,3.607344392,22.49288465,2.17163896,22.45155937,5.396648677,34.4931111,54.67258457,4.477683471,31.54639042,19.44549138,61.10087695,17.23386397,34.6283733,44.09803695
130,6.948609068,122.3482144,2.165190667,24.37697502,21.28180825,7.700357028,3.066386229,32.92254846,11.52769858,23.74092922,4.93470375,21.86803278,2.575892391,23.7550686,7.367182302,37.52410384,47.40798072,5.402744197,34.24176279,19.65712453,61.50444865,18.41995651,40.11583249,48.75997865
131,2.783274794,124.4951482,1.860660674,12.96246077,14.46159445,8.198854899,1.867932148,24.88815785,17.86585536,22.08073841,3.562604381,28.68996931,1.497816363,26.83049372,3.072408508,28.11412897,70.32408675,4.806202593,30.72022774,12.85837124,38.12257139,15.85371969,26.76280337,24.50757331
132,2.751654314,121.3472404,2.090836878,6.436141347,16.12486076,8.945001911,2.192865958,23.17247943,15.6819345,23.57421284,4.064441862,24.73903998,2.093620022,26.48306027,4.461431739,36.32805467,56.78213657,5.391434346,30.29967561,15.65598004,41.00108001,15.25588025,33.53372345,26.27948405
133,3.205261684,162.0351047,2.138272304,9.853157073,21.3488679,7.681083184,2.09142641,25.7720892,8.802448028,21.96323422,3.906628796,26.46751028,2.441386286,25.48598194,6.571645328,31.30911115,53.45958276,4.199393169,32.00592038,16.43000577,43.43801049,17.64250821,23.41230516,30.56940647
134,4.371143904,140.8481978,2.286221454,11.81314529,21.68796766,7.773190587,1.935090895,31.48936937,6.288001576,21.02481808,3.764395741,26.33910911,2.369064753,24.30820659,5.123505872,28.8714913,57.56374505,4.249750025,25.75915277,15.11080527,51.714994,16.64165188,27.83464358,31.50287953
135,2.662882151,144.6758496,2.346767642,7.193135279,16.23952596,10.86875812,1.349190411,30.58076021,14.58941212,22.94071108,3.580683895,25.26455889,2.132585651,24.72427513,4.985538753,39.76660766,60.93549268,5.751157384,31.09560779,13.6085802,36.57381619,17.03744958,35.29933535,28.19296695
136,4.087655719,94.57117109,2.413712618,20.73774311,15.64164239,13.20526625,7.566732748,36.02753216,10.18429576,23.19011036,3.180443715,25.19942257,1.705347051,25.46951048,7.114247938,30.56759793,51.20542305,6.167224473,48.8012232,15.38369308,40.05950199,16.78539874,35.33589184,31.30692062
137,5.177789209,136.4715458,2.531548828,19.61769806,21.15341225,6.836998424,2.844581075,25.12464269,19.19858435,25.14953978,4.206982097,24.03454585,1.974553846,24.17888213,5.687093586,39.93671699,54.41872433,5.291098973,33.69100701,18.2533854,61.61703662,16.52889808,57.42308559,45.06471421
138,3.059961941,142.3862518,1.975344401,8.267516957,21.15856212,8.992859406,1.951970721,23.99615381,13.73648423,24.75436027,3.505845997,26.74166656,1.800676439,28.30535389,4.579895949,33.88522458,57.57686689,4.28665205,29.97557829,16.06352157,51.42833243,15.52572292,30.28413895,29.88245022
139,3.11503971,101.2828457,2.709562314,6.782091668,16.01328763,7.838806084,2.133853959,17.24170527,10.95370469,25.31257909,3.993674976,19.43738968,2.181772867,24.02473316,7.179168067,33.72184412,60.80361435,5.113643505,29.19325679,17.71279109,43.98162588,12.77303496,26.87657361,23.44649111
140,4.711740808,139.0059844,2.642164259,22.6334216,19.25261583,6.352548547,1.366400366,27.29038538,15.07084622,25.59103197,4.044894749,22.60903214,2.124237001,22.73853429,4.843046045,33.61469467,54.75725647,5.42624517,38.78307089,16.68625431,56.35046835,18.46913162,41.57934339,43.80052405
141,2.406136074,99.62342428,1.122353147,11.12553002,10.02379433,8.908826728,1.401192178,25.8439063,22.0429697,20.28376674,2.913928076,24.33632345,0.797363158,25.85820103,3.574280519,27.35505673,70.01614516,4.269207592,33.29042118,9.172857716,23.08839204,15.34624297,36.22331014,18.81869976
142,3.508684604,141.6058502,2.545631682,9.89942982,20.35730584,8.797857592,1.851290513,24.70873144,12.69960934,23.70817254,4.205663385,24.34010785,1.997095606,25.09927507,2.842173686,29.16143647,51.3094651,4.411638561,30.17074498,16.57511233,50.26161154,18.25680032,27.59581601,29.95856434
143,1.602883584,97.8483877,0.556010155,11.18114123,9.057142308,8.647713809,0.922542583,33.81780618,11.93052561,15.67568043,2.085128701,24.77030818,0.114912336,25.36509788,5.427900719,25.85157757,61.56338366,3.720748487,29.85433025,5.90706598,11.41405336,16.634191,18.13761675,19.00361613
144,0.560943813,32.80730682,0.470749119,27.72274748,4.541062205,5.389623151,0.377357498,25.04738764,3.395928191,7.358694834,0.753576211,14.97804818,0.022006337,11.81087202,5.628363263,17.69713545,57.60135731,3.420209097,22.3438049,2.68802313,16.03060612,8.323289767,13.12441567,13.36474991
145,0.704781642,50.47278013,0.604901378,21.31161746,5.331752471,5.540429654,0.670037247,22.24067576,6.417186243,11.30205763,0.810447965,23.41032633,0.056555235,17.34478692,5.000720518,18.18080309,58.49271645,4.067198084,26.82486228,3.768764955,14.16324345,12.93258232,18.22108305,15.03094888
146,4.324690796,150.2260562,2.090621895,21.56450172,20.50758247,7.110179763,1.561296531,35.18180683,14.06571463,25.67117129,2.857039393,21.05400429,2.401258392,21.20193807,7.187998908,35.78391153,56.11353978,4.448875008,30.17095251,18.5819507,65.18887814,16.14004584,33.99195641,50.91003483
147,3.443023015,112.7305307,1.975669086,8.954773413,14.91685145,12.04488619,2.321585653,25.41010377,18.23448605,23.76020956,4.047855095,21.3628504,1.541216777,23.87119418,4.269419992,35.72128071,61.88604379,5.642501305,28.31868999,13.50089542,44.75307205,18.35159755,40.93085825,30.88216801
148,4.44577187,162.6354442,1.944037486,20.93176746,21.25247414,8.200822987,2.707298269,28.45413838,22.3585721,29.17149938,3.480726076,22.59877423,2.433281528,24.25913384,5.38678502,35.1243846,57.64869071,4.423144646,35.4781892,21.87762185,65.79911612,18.93206851,33.45903299,40.44942252
149,5.130958987,133.8010369,2.503614168,22.02559508,21.33069599,6.972656911,2.187605726,31.98566773,14.39378656,24.45946604,3.998656828,20.6574552,1.84334321,22.77958471,3.607960106,35.67250758,57.03708002,4.323577855,30.13268494,20.70323654,67.44604264,17.58340038,39.35509933,47.30409929
150,4.694989449,136.8102442,2.136434145,17.63940214,20.75314405,7.022446086,2.024566828,28.7180426,22.24189597,26.16523944,4.173496892,22.30460511,2.016664766,21.0285236,4.600237837,35.8020846,50.83229289,4.673935103,37.74280523,20.64915338,67.32716459,19.48572831,33.69594457,44.24179008
151,2.20403782,99.72498521,1.379751844,10.45641131,11.61379879,8.142546382,1.350563132,23.11673255,11.7733625,20.64951108,3.101071969,25.65259782,0.664470953,26.74162117,4.431191691,31.66076137,61.31192116,5.37437383,29.10015563,11.96405627,29.78262091,17.74665824,25.22629313,20.9130236
152,1.955305029,79.03250257,0.829300702,34.97789203,7.262170134,6.206421731,1.035600545,24.13175399,21.54219477,16.23533096,2.618152307,20.75253515,0.276801532,21.44629525,3.151448648,26.3074859,65.19937363,4.417460661,36.23317796,7.656441943,16.68025275,13.44889741,28.9931753,18.27800803
153,4.768467863,144.7524239,2.479564339,25.72146089,19.17404272,9.972147615,4.325838598,45.31503596,12.33696392,26.451038,3.91104693,21.20736278,2.170478324,24.7207237,5.375030044,38.40720847,48.65559048,6.415931318,40.2234826,20.623432,64.67771471,20.25650741,33.76149086,43.70347552
154,4.852176129,166.014654,2.642389562,17.09277268,20.71333962,7.247981075,2.052993181,30.5313793,17.43386133,28.17071216,3.575645752,25.72128381,2.351727193,27.19336969,4.121526562,37.10767491,49.29917951,4.721818794,37.64847741,21.375313,57.78884997,18.19702933,37.15340426,44.46567993
155,4.294759976,134.3630189,1.764371988,24.4502756,17.09709739,7.43636459,2.078569383,30.07738496,24.47414841,27.29740021,3.357318151,26.94861766,1.944503772,25.47894894,8.99852049,34.71794555,57.75076208,5.747534415,38.02217227,16.00387729,34.23925344,18.62902973,33.62684111,35.1894732
156,4.224185733,138.668441,2.834705856,18.96387825,19.97895626,6.627510685,2.593102626,32.05406459,24.16097608,28.9169261,3.072494068,24.37656858,2.251272314,25.05863096,4.268696413,39.23885109,57.52556112,4.838284939,34.65588298,19.24426716,60.82540569,15.14344866,36.39309445,49.05127949
157,4.134130866,121.7066193,2.397223902,11.06154644,16.58228518,8.502859974,1.755348637,34.37024153,7.706651568,23.1455722,4.246678798,20.34837158,1.75756364,25.41245326,4.615967229,32.60441607,60.04291789,4.447062292,32.88959799,16.61858893,43.88677231,14.7309546,30.95437216,25.50508551
158,2.383931348,100.9271856,0.822604668,16.36014582,10.5651026,7.759007513,1.326656419,30.50898274,14.48468359,21.58318368,3.213895484,21.85133368,0.931786933,25.44333062,2.826856984,30.32722368,59.00937112,5.038976914,34.82441381,10.42229568,28.61076676,16.88575731,33.96641752,20.72461415
159,4.009986599,157.5246594,3.393496137,22.95209421,20.15497173,5.363241515,2.297004944,27.17786339,15.70171665,27.81666839,4.232641685,24.57981073,2.963011194,22.10396744,6.458192605,35.69887017,55.42726591,4.869299332,33.77845809,19.30504119,66.97841648,15.70589747,38.78094213,47.34041662
160,4.813795869,142.6369781,2.233980281,10.95860197,15.35787325,11.55611682,2.928743126,39.41797299,20.1149609,22.21180834,3.782178424,18.74810175,2.101713284,23.65879117,4.926890057,31.07593708,55.54164009,5.905056006,28.76799386,17.90959238,47.42302397,13.78079159,32.51285033,32.32022854
161,3.449261792,155.0330242,2.730986191,10.31615773,18.82467024,9.195084113,3.094503431,35.90901876,21.68282289,24.23546963,3.057407103,27.85849518,1.967969127,26.54061948,3.532311858,33.23739162,53.16360257,4.821597146,33.39236235,17.34762672,48.94429722,17.91630172,28.45416537,31.57919136
162,2.52826763,141.4861678,1.69175685,7.470796959,15.75649506,8.6896303,3.009684583,26.28410242,22.18168447,21.81648674,3.605984615,25.92709483,1.574293283,24.76911124,5.082364578,31.27629745,53.94158299,4.481236835,32.75876675,15.93283156,38.19458683,15.38849139,25.31913437,24.04088844
163,2.579180921,73.71529087,1.063187201,13.34944662,10.08949867,8.098563955,1.480611815,28.19597741,10.33295516,19.02042178,3.049639671,22.43438356,0.482724139,25.03927216,6.027303353,23.28927411,64.22602803,4.535628953,31.84310628,8.806610929,23.93481411,14.32651823,32.83144851,20.11343061
164,1.802254687,71.23194766,0.711749847,12.97274035,7.499589166,8.522955182,2.07730701,26.30611901,5.804603794,15.45534994,2.424258854,21.21028846,0.187157896,19.01215924,6.195488428,16.92816964,58.75919913,4.473760077,24.54289288,5.624094774,12.34675351,13.1478173,17.14492928,14.82607112
165,2.187446405,121.9046062,1.444739255,8.69062855,11.37311929,6.728307947,1.654931313,34.12520144,15.4397849,19.64065567,2.853841664,26.65126089,1.074254235,30.316704,3.729047829,28.16619367,67.73066582,4.441540945,36.4052967,10.37754035,27.84590202,16.25345929,34.11601766,23.02924112
166,4.757028638,156.6385022,1.987089522,18.59770285,19.13251393,6.949169579,1.886412152,34.38146967,15.79417285,26.10560704,3.728869478,24.6402707,1.96725169,24.89643497,4.628077512,34.73367863,61.80738154,4.935795145,36.0387621,15.94271362,54.84330463,17.02370245,31.70830337,42.58501959
167,5.243209845,136.436618,2.506017521,34.76454169,20.39697786,7.517820468,2.665379089,29.12793888,26.90282356,28.39688633,3.685692677,22.7417679,2.875300677,26.08476508,3.861708949,39.65590209,58.25929688,4.758472495,37.41545406,20.4840828,61.22690117,19.88891058,29.01675874,47.77025085
168,5.451948384,125.8160451,2.550434191,25.17690645,20.61494566,6.269555954,1.845078545,35.4605917,16.67674164,25.08247099,3.957676401,20.80136459,2.129816741,23.53997175,3.57754984,34.91396568,50.34326719,4.566024181,39.06467542,18.06756901,66.93653761,19.52929442,31.63339013,45.84901415
169,4.033464881,130.1695195,2.022582805,23.25818608,19.31198532,8.765398225,2.198698153,35.36173426,19.11141262,27.12583482,3.427675728,23.86050264,2.345019338,21.96521929,6.448444981,41.16303785,56.04261543,4.713866477,34.06743079,18.25991244,61.66677699,17.11353795,40.43003303,46.67850855
170,3.211511913,145.7806299,1.381461896,9.066612046,16.67940338,7.733263789,2.442979477,34.21383019,9.916850444,21.3990806,3.912098173,25.9483757,1.318505645,29.49159366,3.081439766,29.435881,59.30492204,5.110190332,32.83121255,13.39570343,31.18648815,18.44819585,30.90560244,23.91717142
171,0.772869711,59.13430686,1.037205621,17.64436289,7.289620732,4.008137541,1.587285102,36.51422218,6.839682426,8.965577483,0.682191806,28.45407027,0,17.55319621,7.437261364,14.75980139,57.61475974,4.081217852,29.93700736,4.89561053,15.74233484,15.1360299,16.64066037,15.64381929
172,2.81389124,202.0038414,2.052602336,9.737857573,18.46639306,7.8013928,2.338445165,37.84182531,10.22533543,20.84436432,3.427183452,26.94700242,1.483288848,31.30586083,3.981972024,31.14423074,63.71492102,3.77733152,32.69781819,14.44489858,39.80528728,17.59718683,23.48343687,25.35068517
173,2.835431567,96.89352267,1.219319153,12.52125188,10.26928246,7.478421454,1.345768911,44.89857277,12.75893776,17.64408662,3.037771519,29.49521163,0.290182343,26.34729675,4.137114827,21.13531592,66.96163285,4.153941037,36.47384459,7.781370506,21.33127639,18.45893246,25.14244342,21.10710439
174,3.551512585,166.4491656,2.454149818,10.29943165,17.22475853,12.97723537,6.570216398,42.66793968,13.53674257,22.7698614,3.306081363,25.33664315,1.857721009,29.18979997,5.200107202,34.12207373,54.60075128,5.579813423,39.01178649,16.20946242,46.85440296,18.49488682,30.71685795,31.15074823
175,4.979158343,172.7119437,3.021080482,21.32772375,19.29548763,7.971635237,2.551172114,33.00972556,26.88110395,28.14655643,3.072311982,22.82952696,2.787124347,24.39746274,5.372218139,38.19259474,54.13661053,3.897191758,37.39562853,21.96231818,63.22835672,16.42763335,42.33049942,47.97639987
176,1.635610401,85.0710476,0.738514879,19.15080444,8.829296303,6.712805337,1.426370721,27.25281215,7.233538565,16.14813761,2.279798523,25.29837509,0.112499685,19.83375148,5.270736024,20.54225271,64.15881269,3.646889588,33.66080177,6.80992304,15.31105966,15.19478786,21.7904237,17.63434551
177,1.800889158,83.55299569,0.829384277,10.77106006,9.180676249,6.854132565,1.849473054,32.91239073,7.918781826,16.34618277,2.164695899,23.37575611,0.193858143,25.15837868,4.667794397,20.79160101,65.87091362,3.805805466,33.26787346,6.548222911,15.45816256,14.47838045,22.83939161,16.96503649
178,1.185121455,50.2874789,0.49894547,29.40891275,5.336332027,6.967104638,0.972993585,30.61464755,6.605835275,9.352821527,1.119934522,20.25230919,0.027989335,16.43380506,4.998108255,18.02964472,56.42764755,3.844480622,29.81464119,3.231925885,16.99078765,12.65813474,22.38769692,20.91066818
179,3.252000731,139.7606319,3.003072961,8.237020789,17.88634088,10.14293933,3.279910934,29.9450002,10.88053191,22.53420846,3.915715304,28.71220588,1.815414016,28.52699986,2.98529792,34.34451477,61.4358428,4.823082774,32.07838178,13.06409912,41.86947972,16.27592822,27.26319108,29.12182082
